County Name,Minority,Total,white,black,hispanic,american_indian,asian,pacific_Islander,other,two_or_more
3397,5381,76429,71048,393,1680,587,1319,9,593,800
3398,5381,76429,71048,393,1680,587,1319,9,593,800
3399,5381,76429,71048,393,1680,587,1319,9,593,800
3400,5381,76429,71048,393,1680,587,1319,9,593,800
3401,5381,76429,71048,393,1680,587,1319,9,593,800
3402,5381,76429,71048,393,1680,587,1319,9,593,800
3403,5381,76429,71048,393,1680,587,1319,9,593,800
3404,5381,76429,71048,393,1680,587,1319,9,593,800
3405,5381,76429,71048,393,1680,587,1319,9,593,800
3406,5381,76429,71048,393,1680,587,1319,9,593,800
3407,5381,76429,71048,393,1680,587,1319,9,593,800
3408,5381,76429,71048,393,1680,587,1319,9,593,800
3409,5381,76429,71048,393,1680,587,1319,9,593,800
3410,5381,76429,71048,393,1680,587,1319,9,593,800
3411,5381,76429,71048,393,1680,587,1319,9,593,800
3412,5381,76429,71048,393,1680,587,1319,9,593,800
3413,5381,76429,71048,393,1680,587,1319,9,593,800
3414,5381,76429,71048,393,1680,587,1319,9,593,800
3415,5381,76429,71048,393,1680,587,1319,9,593,800
3416,5381,76429,71048,393,1680,587,1319,9,593,800
3417,5381,76429,71048,393,1680,587,1319,9,593,800
3418,5381,76429,71048,393,1680,587,1319,9,593,800
3419,5381,76429,71048,393,1680,587,1319,9,593,800
3420,5381,76429,71048,393,1680,587,1319,9,593,800
3421,5381,76429,71048,393,1680,587,1319,9,593,800
3422,5381,76429,71048,393,1680,587,1319,9,593,800
3423,5381,76429,71048,393,1680,587,1319,9,593,800
3424,5381,76429,71048,393,1680,587,1319,9,593,800
3425,5381,76429,71048,393,1680,587,1319,9,593,800
3426,5381,76429,71048,393,1680,587,1319,9,593,800
3427,5381,76429,71048,393,1680,587,1319,9,593,800
3428,5381,76429,71048,393,1680,587,1319,9,593,800
3429,5381,76429,71048,393,1680,587,1319,9,593,800
3430,5381,76429,71048,393,1680,587,1319,9,593,800
3431,5381,76429,71048,393,1680,587,1319,9,593,800
3432,5381,76429,71048,393,1680,587,1319,9,593,800
3433,5381,76429,71048,393,1680,587,1319,9,593,800
3434,5381,76429,71048,393,1680,587,1319,9,593,800
3435,5381,76429,71048,393,1680,587,1319,9,593,800
3436,5381,76429,71048,393,1680,587,1319,9,593,800
3437,5381,76429,71048,393,1680,587,1319,9,593,800
3438,5381,76429,71048,393,1680,587,1319,9,593,800
3439,5381,76429,71048,393,1680,587,1319,9,593,800
3440,5381,76429,71048,393,1680,587,1319,9,593,800
3441,5381,76429,71048,393,1680,587,1319,9,593,800
3442,5381,76429,71048,393,1680,587,1319,9,593,800
3443,5381,76429,71048,393,1680,587,1319,9,593,800
3444,5381,76429,71048,393,1680,587,1319,9,593,800
3445,5381,76429,71048,393,1680,587,1319,9,593,800
3446,5381,76429,71048,393,1680,587,1319,9,593,800
3447,5381,76429,71048,393,1680,587,1319,9,593,800
3448,5381,76429,71048,393,1680,587,1319,9,593,800
3449,5381,76429,71048,393,1680,587,1319,9,593,800
3450,5381,76429,71048,393,1680,587,1319,9,593,800
3451,5381,76429,71048,393,1680,587,1319,9,593,800
3452,5381,76429,71048,393,1680,587,1319,9,593,800
3453,5381,76429,71048,393,1680,587,1319,9,593,800
3454,5381,76429,71048,393,1680,587,1319,9,593,800
3455,5381,76429,71048,393,1680,587,1319,9,593,800
3456,5381,76429,71048,393,1680,587,1319,9,593,800
3457,5381,76429,71048,393,1680,587,1319,9,593,800
3458,5381,76429,71048,393,1680,587,1319,9,593,800
3459,5381,76429,71048,393,1680,587,1319,9,593,800
3460,5381,76429,71048,393,1680,587,1319,9,593,800
3461,5381,76429,71048,393,1680,587,1319,9,593,800
3462,5381,76429,71048,393,1680,587,1319,9,593,800
3463,5381,76429,71048,393,1680,587,1319,9,593,800
3464,5381,76429,71048,393,1680,587,1319,9,593,800
3465,5381,76429,71048,393,1680,587,1319,9,593,800
3466,5381,76429,71048,393,1680,587,1319,9,593,800
3467,5381,76429,71048,393,1680,587,1319,9,593,800
3468,5381,76429,71048,393,1680,587,1319,9,593,800
3469,5381,76429,71048,393,1680,587,1319,9,593,800
3470,5381,76429,71048,393,1680,587,1319,9,593,800
3471,5381,76429,71048,393,1680,587,1319,9,593,800
3472,5381,76429,71048,393,1680,587,1319,9,593,800
3473,5381,76429,71048,393,1680,587,1319,9,593,800
3474,5381,76429,71048,393,1680,587,1319,9,593,800
3475,5381,76429,71048,393,1680,587,1319,9,593,800
3476,5381,76429,71048,393,1680,587,1319,9,593,800
3477,5381,76429,71048,393,1680,587,1319,9,593,800
3478,5381,76429,71048,393,1680,587,1319,9,593,800
3479,5381,76429,71048,393,1680,587,1319,9,593,800
3480,5381,76429,71048,393,1680,587,1319,9,593,800
3481,5381,76429,71048,393,1680,587,1319,9,593,800
3482,5381,76429,71048,393,1680,587,1319,9,593,800
3483,5381,76429,71048,393,1680,587,1319,9,593,800
3484,5381,76429,71048,393,1680,587,1319,9,593,800
3485,5381,76429,71048,393,1680,587,1319,9,593,800
3486,5381,76429,71048,393,1680,587,1319,9,593,800
3487,5381,76429,71048,393,1680,587,1319,9,593,800
3488,5381,76429,71048,393,1680,587,1319,9,593,800
3489,5381,76429,71048,393,1680,587,1319,9,593,800
3490,5381,76429,71048,393,1680,587,1319,9,593,800
3491,5381,76429,71048,393,1680,587,1319,9,593,800
3492,5381,76429,71048,393,1680,587,1319,9,593,800
3493,5381,76429,71048,393,1680,587,1319,9,593,800
3494,5381,76429,71048,393,1680,587,1319,9,593,800
3495,5381,76429,71048,393,1680,587,1319,9,593,800
3496,5381,76429,71048,393,1680,587,1319,9,593,800
3497,5381,76429,71048,393,1680,587,1319,9,593,800
3498,5381,76429,71048,393,1680,587,1319,9,593,800
3499,5381,76429,71048,393,1680,587,1319,9,593,800
3500,5381,76429,71048,393,1680,587,1319,9,593,800
3501,5381,76429,71048,393,1680,587,1319,9,593,800
3502,5381,76429,71048,393,1680,587,1319,9,593,800
3503,5381,76429,71048,393,1680,587,1319,9,593,800
3504,5381,76429,71048,393,1680,587,1319,9,593,800
3505,5381,76429,71048,393,1680,587,1319,9,593,800
3506,5381,76429,71048,393,1680,587,1319,9,593,800
3507,5381,76429,71048,393,1680,587,1319,9,593,800
3508,5381,76429,71048,393,1680,587,1319,9,593,800
3509,5381,76429,71048,393,1680,587,1319,9,593,800
3510,5381,76429,71048,393,1680,587,1319,9,593,800
3511,5381,76429,71048,393,1680,587,1319,9,593,800
3512,5381,76429,71048,393,1680,587,1319,9,593,800
3513,5381,76429,71048,393,1680,587,1319,9,593,800
3514,5381,76429,71048,393,1680,587,1319,9,593,800
3515,5381,76429,71048,393,1680,587,1319,9,593,800
3516,5381,76429,71048,393,1680,587,1319,9,593,800
3517,5381,76429,71048,393,1680,587,1319,9,593,800
3518,5381,76429,71048,393,1680,587,1319,9,593,800
3519,5381,76429,71048,393,1680,587,1319,9,593,800
3520,5381,76429,71048,393,1680,587,1319,9,593,800
3521,5381,76429,71048,393,1680,587,1319,9,593,800
3522,5381,76429,71048,393,1680,587,1319,9,593,800
3523,5381,76429,71048,393,1680,587,1319,9,593,800
3524,5381,76429,71048,393,1680,587,1319,9,593,800
3525,5381,76429,71048,393,1680,587,1319,9,593,800
3526,5381,76429,71048,393,1680,587,1319,9,593,800
3527,5381,76429,71048,393,1680,587,1319,9,593,800
3528,5381,76429,71048,393,1680,587,1319,9,593,800
3529,5381,76429,71048,393,1680,587,1319,9,593,800
3530,5381,76429,71048,393,1680,587,1319,9,593,800
3531,5381,76429,71048,393,1680,587,1319,9,593,800
3532,5381,76429,71048,393,1680,587,1319,9,593,800
3533,5381,76429,71048,393,1680,587,1319,9,593,800
3534,5381,76429,71048,393,1680,587,1319,9,593,800
3535,5381,76429,71048,393,1680,587,1319,9,593,800
3536,5381,76429,71048,393,1680,587,1319,9,593,800
3537,5381,76429,71048,393,1680,587,1319,9,593,800
3538,5381,76429,71048,393,1680,587,1319,9,593,800
3539,5381,76429,71048,393,1680,587,1319,9,593,800
3540,5381,76429,71048,393,1680,587,1319,9,593,800
3541,5381,76429,71048,393,1680,587,1319,9,593,800
3542,5381,76429,71048,393,1680,587,1319,9,593,800
3543,5381,76429,71048,393,1680,587,1319,9,593,800
3544,5381,76429,71048,393,1680,587,1319,9,593,800
3545,5381,76429,71048,393,1680,587,1319,9,593,800
3546,5381,76429,71048,393,1680,587,1319,9,593,800
3547,5381,76429,71048,393,1680,587,1319,9,593,800
3548,5381,76429,71048,393,1680,587,1319,9,593,800
3549,5381,76429,71048,393,1680,587,1319,9,593,800
3550,5381,76429,71048,393,1680,587,1319,9,593,800
3551,5381,76429,71048,393,1680,587,1319,9,593,800
3552,5381,76429,71048,393,1680,587,1319,9,593,800
3553,5381,76429,71048,393,1680,587,1319,9,593,800
3554,5381,76429,71048,393,1680,587,1319,9,593,800
3555,5381,76429,71048,393,1680,587,1319,9,593,800
3556,5381,76429,71048,393,1680,587,1319,9,593,800
3557,5381,76429,71048,393,1680,587,1319,9,593,800
3558,5381,76429,71048,393,1680,587,1319,9,593,800
3559,5381,76429,71048,393,1680,587,1319,9,593,800
3560,5381,76429,71048,393,1680,587,1319,9,593,800
3561,5381,76429,71048,393,1680,587,1319,9,593,800
3562,5381,76429,71048,393,1680,587,1319,9,593,800
3563,5381,76429,71048,393,1680,587,1319,9,593,800
3564,5381,76429,71048,393,1680,587,1319,9,593,800
3565,5381,76429,71048,393,1680,587,1319,9,593,800
3566,5381,76429,71048,393,1680,587,1319,9,593,800
3567,5381,76429,71048,393,1680,587,1319,9,593,800
3568,5381,76429,71048,393,1680,587,1319,9,593,800
3569,5381,76429,71048,393,1680,587,1319,9,593,800
3570,5381,76429,71048,393,1680,587,1319,9,593,800
3571,5381,76429,71048,393,1680,587,1319,9,593,800
3572,5381,76429,71048,393,1680,587,1319,9,593,800
3573,5381,76429,71048,393,1680,587,1319,9,593,800
3574,5381,76429,71048,393,1680,587,1319,9,593,800
3575,5381,76429,71048,393,1680,587,1319,9,593,800
3576,5381,76429,71048,393,1680,587,1319,9,593,800
3577,5381,76429,71048,393,1680,587,1319,9,593,800
3578,5381,76429,71048,393,1680,587,1319,9,593,800
3579,5381,76429,71048,393,1680,587,1319,9,593,800
3580,5381,76429,71048,393,1680,587,1319,9,593,800
3581,5381,76429,71048,393,1680,587,1319,9,593,800
3582,5381,76429,71048,393,1680,587,1319,9,593,800
3583,5381,76429,71048,393,1680,587,1319,9,593,800
3584,5381,76429,71048,393,1680,587,1319,9,593,800
3585,5381,76429,71048,393,1680,587,1319,9,593,800
3586,5381,76429,71048,393,1680,587,1319,9,593,800
3587,5381,76429,71048,393,1680,587,1319,9,593,800
3588,5381,76429,71048,393,1680,587,1319,9,593,800
3589,5381,76429,71048,393,1680,587,1319,9,593,800
3590,5381,76429,71048,393,1680,587,1319,9,593,800
3591,5381,76429,71048,393,1680,587,1319,9,593,800
3592,5381,76429,71048,393,1680,587,1319,9,593,800
3593,5381,76429,71048,393,1680,587,1319,9,593,800
3594,5381,76429,71048,393,1680,587,1319,9,593,800
3595,5381,76429,71048,393,1680,587,1319,9,593,800
3596,5381,76429,71048,393,1680,587,1319,9,593,800
3597,5381,76429,71048,393,1680,587,1319,9,593,800
3598,5381,76429,71048,393,1680,587,1319,9,593,800
3599,5381,76429,71048,393,1680,587,1319,9,593,800
3600,5381,76429,71048,393,1680,587,1319,9,593,800
3601,5381,76429,71048,393,1680,587,1319,9,593,800
3602,5381,76429,71048,393,1680,587,1319,9,593,800
3603,5381,76429,71048,393,1680,587,1319,9,593,800
3604,5381,76429,71048,393,1680,587,1319,9,593,800
3605,5381,76429,71048,393,1680,587,1319,9,593,800
3606,5381,76429,71048,393,1680,587,1319,9,593,800
3607,5381,76429,71048,393,1680,587,1319,9,593,800
3608,5381,76429,71048,393,1680,587,1319,9,593,800
3609,5381,76429,71048,393,1680,587,1319,9,593,800
3610,5381,76429,71048,393,1680,587,1319,9,593,800
3611,5381,76429,71048,393,1680,587,1319,9,593,800
3612,5381,76429,71048,393,1680,587,1319,9,593,800
3613,5381,76429,71048,393,1680,587,1319,9,593,800
3614,5381,76429,71048,393,1680,587,1319,9,593,800
3615,5381,76429,71048,393,1680,587,1319,9,593,800
3616,5381,76429,71048,393,1680,587,1319,9,593,800
3617,5381,76429,71048,393,1680,587,1319,9,593,800
3618,5381,76429,71048,393,1680,587,1319,9,593,800
3619,5381,76429,71048,393,1680,587,1319,9,593,800
3620,5381,76429,71048,393,1680,587,1319,9,593,800
3621,5381,76429,71048,393,1680,587,1319,9,593,800
3622,5381,76429,71048,393,1680,587,1319,9,593,800
3623,5381,76429,71048,393,1680,587,1319,9,593,800
3624,5381,76429,71048,393,1680,587,1319,9,593,800
3625,5381,76429,71048,393,1680,587,1319,9,593,800
3626,5381,76429,71048,393,1680,587,1319,9,593,800
3627,5381,76429,71048,393,1680,587,1319,9,593,800
3628,5381,76429,71048,393,1680,587,1319,9,593,800
3629,5381,76429,71048,393,1680,587,1319,9,593,800
3630,5381,76429,71048,393,1680,587,1319,9,593,800
3631,5381,76429,71048,393,1680,587,1319,9,593,800
3632,5381,76429,71048,393,1680,587,1319,9,593,800
3633,5381,76429,71048,393,1680,587,1319,9,593,800
3634,5381,76429,71048,393,1680,587,1319,9,593,800
3635,5381,76429,71048,393,1680,587,1319,9,593,800
3636,5381,76429,71048,393,1680,587,1319,9,593,800
3637,5381,76429,71048,393,1680,587,1319,9,593,800
3638,5381,76429,71048,393,1680,587,1319,9,593,800
3639,5381,76429,71048,393,1680,587,1319,9,593,800
3640,5381,76429,71048,393,1680,587,1319,9,593,800
3641,5381,76429,71048,393,1680,587,1319,9,593,800
3642,5381,76429,71048,393,1680,587,1319,9,593,800
3643,5381,76429,71048,393,1680,587,1319,9,593,800
3644,5381,76429,71048,393,1680,587,1319,9,593,800
3645,5381,76429,71048,393,1680,587,1319,9,593,800
3646,5381,76429,71048,393,1680,587,1319,9,593,800
3647,5381,76429,71048,393,1680,587,1319,9,593,800
3648,5381,76429,71048,393,1680,587,1319,9,593,800
3649,5381,76429,71048,393,1680,587,1319,9,593,800
3650,5381,76429,71048,393,1680,587,1319,9,593,800
3651,5381,76429,71048,393,1680,587,1319,9,593,800
3652,5381,76429,71048,393,1680,587,1319,9,593,800
3653,5381,76429,71048,393,1680,587,1319,9,593,800
3654,5381,76429,71048,393,1680,587,1319,9,593,800
3655,5381,76429,71048,393,1680,587,1319,9,593,800
3656,5381,76429,71048,393,1680,587,1319,9,593,800
3657,5381,76429,71048,393,1680,587,1319,9,593,800
3658,5381,76429,71048,393,1680,587,1319,9,593,800
3659,5381,76429,71048,393,1680,587,1319,9,593,800
3660,5381,76429,71048,393,1680,587,1319,9,593,800
3661,5381,76429,71048,393,1680,587,1319,9,593,800
3662,5381,76429,71048,393,1680,587,1319,9,593,800
3663,5381,76429,71048,393,1680,587,1319,9,593,800
3664,5381,76429,71048,393,1680,587,1319,9,593,800
3665,5381,76429,71048,393,1680,587,1319,9,593,800
3666,5381,76429,71048,393,1680,587,1319,9,593,800
3667,5381,76429,71048,393,1680,587,1319,9,593,800
3668,5381,76429,71048,393,1680,587,1319,9,593,800
3669,5381,76429,71048,393,1680,587,1319,9,593,800
3670,5381,76429,71048,393,1680,587,1319,9,593,800
3671,5381,76429,71048,393,1680,587,1319,9,593,800
3672,5381,76429,71048,393,1680,587,1319,9,593,800
3673,5381,76429,71048,393,1680,587,1319,9,593,800
3674,5381,76429,71048,393,1680,587,1319,9,593,800
3675,5381,76429,71048,393,1680,587,1319,9,593,800
3676,5381,76429,71048,393,1680,587,1319,9,593,800
3677,5381,76429,71048,393,1680,587,1319,9,593,800
3678,5381,76429,71048,393,1680,587,1319,9,593,800
3679,5381,76429,71048,393,1680,587,1319,9,593,800
3680,5381,76429,71048,393,1680,587,1319,9,593,800
3681,5381,76429,71048,393,1680,587,1319,9,593,800
3682,5381,76429,71048,393,1680,587,1319,9,593,800
3683,5381,76429,71048,393,1680,587,1319,9,593,800
3684,5381,76429,71048,393,1680,587,1319,9,593,800
3685,5381,76429,71048,393,1680,587,1319,9,593,800
3686,5381,76429,71048,393,1680,587,1319,9,593,800
3687,5381,76429,71048,393,1680,587,1319,9,593,800
3688,5381,76429,71048,393,1680,587,1319,9,593,800
3689,5381,76429,71048,393,1680,587,1319,9,593,800
3690,5381,76429,71048,393,1680,587,1319,9,593,800
3691,5381,76429,71048,393,1680,587,1319,9,593,800
3692,5381,76429,71048,393,1680,587,1319,9,593,800
3693,5381,76429,71048,393,1680,587,1319,9,593,800
3694,5381,76429,71048,393,1680,587,1319,9,593,800
3695,5381,76429,71048,393,1680,587,1319,9,593,800
3696,5381,76429,71048,393,1680,587,1319,9,593,800
3697,5381,76429,71048,393,1680,587,1319,9,593,800
3698,5381,76429,71048,393,1680,587,1319,9,593,800
3699,5381,76429,71048,393,1680,587,1319,9,593,800
3700,5381,76429,71048,393,1680,587,1319,9,593,800
3701,5381,76429,71048,393,1680,587,1319,9,593,800
3702,5381,76429,71048,393,1680,587,1319,9,593,800
3703,5381,76429,71048,393,1680,587,1319,9,593,800
3704,5381,76429,71048,393,1680,587,1319,9,593,800
3705,5381,76429,71048,393,1680,587,1319,9,593,800
3706,5381,76429,71048,393,1680,587,1319,9,593,800
3707,5381,76429,71048,393,1680,587,1319,9,593,800
3708,5381,76429,71048,393,1680,587,1319,9,593,800
3709,5381,76429,71048,393,1680,587,1319,9,593,800
3710,5381,76429,71048,393,1680,587,1319,9,593,800
3711,5381,76429,71048,393,1680,587,1319,9,593,800
3712,5381,76429,71048,393,1680,587,1319,9,593,800
3713,5381,76429,71048,393,1680,587,1319,9,593,800
3714,5381,76429,71048,393,1680,587,1319,9,593,800
3715,5381,76429,71048,393,1680,587,1319,9,593,800
3716,5381,76429,71048,393,1680,587,1319,9,593,800
3717,5381,76429,71048,393,1680,587,1319,9,593,800
3718,5381,76429,71048,393,1680,587,1319,9,593,800
3719,5381,76429,71048,393,1680,587,1319,9,593,800
3720,5381,76429,71048,393,1680,587,1319,9,593,800
3721,5381,76429,71048,393,1680,587,1319,9,593,800
3722,5381,76429,71048,393,1680,587,1319,9,593,800
3723,5381,76429,71048,393,1680,587,1319,9,593,800
3724,5381,76429,71048,393,1680,587,1319,9,593,800
3725,5381,76429,71048,393,1680,587,1319,9,593,800
3726,5381,76429,71048,393,1680,587,1319,9,593,800
3727,5381,76429,71048,393,1680,587,1319,9,593,800
3728,5381,76429,71048,393,1680,587,1319,9,593,800
3729,5381,76429,71048,393,1680,587,1319,9,593,800
3730,5381,76429,71048,393,1680,587,1319,9,593,800
3731,5381,76429,71048,393,1680,587,1319,9,593,800
3732,5381,76429,71048,393,1680,587,1319,9,593,800
3733,5381,76429,71048,393,1680,587,1319,9,593,800
3734,5381,76429,71048,393,1680,587,1319,9,593,800
3735,5381,76429,71048,393,1680,587,1319,9,593,800
3736,5381,76429,71048,393,1680,587,1319,9,593,800
3737,5381,76429,71048,393,1680,587,1319,9,593,800
3738,5381,76429,71048,393,1680,587,1319,9,593,800
3739,5381,76429,71048,393,1680,587,1319,9,593,800
3740,5381,76429,71048,393,1680,587,1319,9,593,800
3741,5381,76429,71048,393,1680,587,1319,9,593,800
3742,5381,76429,71048,393,1680,587,1319,9,593,800
3743,5381,76429,71048,393,1680,587,1319,9,593,800
3744,5381,76429,71048,393,1680,587,1319,9,593,800
3745,5381,76429,71048,393,1680,587,1319,9,593,800
3746,5381,76429,71048,393,1680,587,1319,9,593,800
3747,5381,76429,71048,393,1680,587,1319,9,593,800
3748,5381,76429,71048,393,1680,587,1319,9,593,800
3749,5381,76429,71048,393,1680,587,1319,9,593,800
3750,5381,76429,71048,393,1680,587,1319,9,593,800
3751,5381,76429,71048,393,1680,587,1319,9,593,800
3752,5381,76429,71048,393,1680,587,1319,9,593,800
3753,5381,76429,71048,393,1680,587,1319,9,593,800
3754,5381,76429,71048,393,1680,587,1319,9,593,800
3755,5381,76429,71048,393,1680,587,1319,9,593,800
3756,5381,76429,71048,393,1680,587,1319,9,593,800
3757,5381,76429,71048,393,1680,587,1319,9,593,800
3758,5381,76429,71048,393,1680,587,1319,9,593,800
3759,5381,76429,71048,393,1680,587,1319,9,593,800
3760,5381,76429,71048,393,1680,587,1319,9,593,800
3761,5381,76429,71048,393,1680,587,1319,9,593,800
3762,5381,76429,71048,393,1680,587,1319,9,593,800
3763,5381,76429,71048,393,1680,587,1319,9,593,800
3764,5381,76429,71048,393,1680,587,1319,9,593,800
3765,5381,76429,71048,393,1680,587,1319,9,593,800
3766,5381,76429,71048,393,1680,587,1319,9,593,800
3767,5381,76429,71048,393,1680,587,1319,9,593,800
3768,5381,76429,71048,393,1680,587,1319,9,593,800
3769,5381,76429,71048,393,1680,587,1319,9,593,800
3770,5381,76429,71048,393,1680,587,1319,9,593,800
3771,5381,76429,71048,393,1680,587,1319,9,593,800
3772,5381,76429,71048,393,1680,587,1319,9,593,800
3773,5381,76429,71048,393,1680,587,1319,9,593,800
3774,5381,76429,71048,393,1680,587,1319,9,593,800
3775,5381,76429,71048,393,1680,587,1319,9,593,800
3776,5381,76429,71048,393,1680,587,1319,9,593,800
3777,5381,76429,71048,393,1680,587,1319,9,593,800
3778,5381,76429,71048,393,1680,587,1319,9,593,800
3779,5381,76429,71048,393,1680,587,1319,9,593,800
3780,5381,76429,71048,393,1680,587,1319,9,593,800
3781,5381,76429,71048,393,1680,587,1319,9,593,800
3782,5381,76429,71048,393,1680,587,1319,9,593,800
3783,5381,76429,71048,393,1680,587,1319,9,593,800
3784,5381,76429,71048,393,1680,587,1319,9,593,800
3785,5381,76429,71048,393,1680,587,1319,9,593,800
3786,5381,76429,71048,393,1680,587,1319,9,593,800
3787,5381,76429,71048,393,1680,587,1319,9,593,800
3788,5381,76429,71048,393,1680,587,1319,9,593,800
3789,5381,76429,71048,393,1680,587,1319,9,593,800
3790,5381,76429,71048,393,1680,587,1319,9,593,800
3791,5381,76429,71048,393,1680,587,1319,9,593,800
3792,5381,76429,71048,393,1680,587,1319,9,593,800
3793,5381,76429,71048,393,1680,587,1319,9,593,800
3794,5381,76429,71048,393,1680,587,1319,9,593,800
3795,5381,76429,71048,393,1680,587,1319,9,593,800
3796,5381,76429,71048,393,1680,587,1319,9,593,800
3797,5381,76429,71048,393,1680,587,1319,9,593,800
3798,5381,76429,71048,393,1680,587,1319,9,593,800
3799,5381,76429,71048,393,1680,587,1319,9,593,800
3800,5381,76429,71048,393,1680,587,1319,9,593,800
3801,5381,76429,71048,393,1680,587,1319,9,593,800
3802,5381,76429,71048,393,1680,587,1319,9,593,800
3803,5381,76429,71048,393,1680,587,1319,9,593,800
3804,5381,76429,71048,393,1680,587,1319,9,593,800
3805,5381,76429,71048,393,1680,587,1319,9,593,800
3806,5381,76429,71048,393,1680,587,1319,9,593,800
3807,5381,76429,71048,393,1680,587,1319,9,593,800
3808,5381,76429,71048,393,1680,587,1319,9,593,800
3809,5381,76429,71048,393,1680,587,1319,9,593,800
3810,5381,76429,71048,393,1680,587,1319,9,593,800
3811,5381,76429,71048,393,1680,587,1319,9,593,800
3812,5381,76429,71048,393,1680,587,1319,9,593,800
3813,5381,76429,71048,393,1680,587,1319,9,593,800
3814,5381,76429,71048,393,1680,587,1319,9,593,800
3815,5381,76429,71048,393,1680,587,1319,9,593,800
3816,5381,76429,71048,393,1680,587,1319,9,593,800
3817,5381,76429,71048,393,1680,587,1319,9,593,800
3818,5381,76429,71048,393,1680,587,1319,9,593,800
3819,5381,76429,71048,393,1680,587,1319,9,593,800
3820,5381,76429,71048,393,1680,587,1319,9,593,800
3821,5381,76429,71048,393,1680,587,1319,9,593,800
3822,5381,76429,71048,393,1680,587,1319,9,593,800
3823,5381,76429,71048,393,1680,587,1319,9,593,800
3824,5381,76429,71048,393,1680,587,1319,9,593,800
3825,5381,76429,71048,393,1680,587,1319,9,593,800
3826,5381,76429,71048,393,1680,587,1319,9,593,800
3827,5381,76429,71048,393,1680,587,1319,9,593,800
3828,5381,76429,71048,393,1680,587,1319,9,593,800
3829,5381,76429,71048,393,1680,587,1319,9,593,800
3830,5381,76429,71048,393,1680,587,1319,9,593,800
3831,5381,76429,71048,393,1680,587,1319,9,593,800
3832,5381,76429,71048,393,1680,587,1319,9,593,800
3833,5381,76429,71048,393,1680,587,1319,9,593,800
3834,5381,76429,71048,393,1680,587,1319,9,593,800
3835,5381,76429,71048,393,1680,587,1319,9,593,800
3836,5381,76429,71048,393,1680,587,1319,9,593,800
3837,5381,76429,71048,393,1680,587,1319,9,593,800
3838,5381,76429,71048,393,1680,587,1319,9,593,800
3839,5381,76429,71048,393,1680,587,1319,9,593,800
3840,5381,76429,71048,393,1680,587,1319,9,593,800
3841,5381,76429,71048,393,1680,587,1319,9,593,800
3842,5381,76429,71048,393,1680,587,1319,9,593,800
3843,5381,76429,71048,393,1680,587,1319,9,593,800
3844,5381,76429,71048,393,1680,587,1319,9,593,800
3845,5381,76429,71048,393,1680,587,1319,9,593,800
3846,5381,76429,71048,393,1680,587,1319,9,593,800
3847,5381,76429,71048,393,1680,587,1319,9,593,800
3848,5381,76429,71048,393,1680,587,1319,9,593,800
3849,5381,76429,71048,393,1680,587,1319,9,593,800
3850,5381,76429,71048,393,1680,587,1319,9,593,800
3851,5381,76429,71048,393,1680,587,1319,9,593,800
3852,5381,76429,71048,393,1680,587,1319,9,593,800
3853,5381,76429,71048,393,1680,587,1319,9,593,800
3854,5381,76429,71048,393,1680,587,1319,9,593,800
3855,5381,76429,71048,393,1680,587,1319,9,593,800
3856,5381,76429,71048,393,1680,587,1319,9,593,800
3857,5381,76429,71048,393,1680,587,1319,9,593,800
3858,5381,76429,71048,393,1680,587,1319,9,593,800
3859,5381,76429,71048,393,1680,587,1319,9,593,800
3860,5381,76429,71048,393,1680,587,1319,9,593,800
3861,5381,76429,71048,393,1680,587,1319,9,593,800
3862,5381,76429,71048,393,1680,587,1319,9,593,800
3863,5381,76429,71048,393,1680,587,1319,9,593,800
3864,5381,76429,71048,393,1680,587,1319,9,593,800
3865,5381,76429,71048,393,1680,587,1319,9,593,800
3866,5381,76429,71048,393,1680,587,1319,9,593,800
3867,5381,76429,71048,393,1680,587,1319,9,593,800
3868,5381,76429,71048,393,1680,587,1319,9,593,800
3869,5381,76429,71048,393,1680,587,1319,9,593,800
3870,5381,76429,71048,393,1680,587,1319,9,593,800
3871,5381,76429,71048,393,1680,587,1319,9,593,800
3872,5381,76429,71048,393,1680,587,1319,9,593,800
3873,5381,76429,71048,393,1680,587,1319,9,593,800
3874,5381,76429,71048,393,1680,587,1319,9,593,800
3875,5381,76429,71048,393,1680,587,1319,9,593,800
3876,5381,76429,71048,393,1680,587,1319,9,593,800
3877,5381,76429,71048,393,1680,587,1319,9,593,800
3878,5381,76429,71048,393,1680,587,1319,9,593,800
3879,5381,76429,71048,393,1680,587,1319,9,593,800
3880,5381,76429,71048,393,1680,587,1319,9,593,800
3881,5381,76429,71048,393,1680,587,1319,9,593,800
3882,5381,76429,71048,393,1680,587,1319,9,593,800
3883,5381,76429,71048,393,1680,587,1319,9,593,800
3884,5381,76429,71048,393,1680,587,1319,9,593,800
3885,5381,76429,71048,393,1680,587,1319,9,593,800
3886,5381,76429,71048,393,1680,587,1319,9,593,800
3887,5381,76429,71048,393,1680,587,1319,9,593,800
3888,5381,76429,71048,393,1680,587,1319,9,593,800
3889,5381,76429,71048,393,1680,587,1319,9,593,800
3890,5381,76429,71048,393,1680,587,1319,9,593,800
3891,5381,76429,71048,393,1680,587,1319,9,593,800
3892,5381,76429,71048,393,1680,587,1319,9,593,800
3893,5381,76429,71048,393,1680,587,1319,9,593,800
3894,5381,76429,71048,393,1680,587,1319,9,593,800
